B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,GEO_ID,NAME,state,year
6772268,3304462,208551,208045,222622,131806,86714,47706,44634,132010,243857,219559,212899,203524,215578,215875,214880,85770,121133,74993,100924,132136,88775,51590,40881,3467806,198435,199222,213270,125939,81922,45579,45284,130682,244030,224399,219632,207613,222565,226331,238646,93448,132544,80650,114824,159126,109563,74100,80002,0400000US47,Tennessee,47,2020
4997675,2429703,151356,155081,167636,99974,67361,36835,33355,93427,165130,154019,149660,149679,153164,156801,164053,65142,94891,57161,74995,105919,65847,40690,27527,2567972,144276,146733,162158,95167,67230,36923,35193,91167,166305,161793,160136,155635,160225,163741,173302,72650,103050,62057,88700,123070,82284,59988,56189,0400000US01,Alabama,01,2021
735951,384749,25965,27379,25485,14977,9878,5752,6367,16982,31655,29907,27245,23105,22986,23455,24551,10519,13514,8773,10712,12359,6297,4085,2801,351202,24826,25891,24162,14049,8177,3871,4275,13533,27563,27400,25198,21116,20263,21015,22594,9229,12879,7709,9953,11959,7204,4509,3827,0400000US02,Alaska,02,2021
7079203,3533895,210607,224911,244849,144036,99223,51285,49589,147241,256594,242974,231056,219194,212042,207834,211546,85825,118151,76219,107192,160666,110441,68680,53740,3545308,201999,215310,235194,137529,95682,46600,46449,136692,240029,227073,221106,211558,210133,208954,221343,89545,133191,84306,125486,177504,123811,76336,79478,0400000US04,Arizona,04,2021
3006309,1483520,95410,99723,105077,62435,41759,23469,20434,57146,99040,95296,96561,91170,90448,90745,97843,38021,52218,33650,44903,62538,42038,24260,19336,1522789,89170,95925,98171,59874,39462,20398,20960,55606,98028,96135,96783,91917,91655,91865,98701,42163,57340,36391,50496,72329,51039,32900,35481,0400000US05,Arkansas,05,2021
39455353,19714044,1203859,1245934,1362100,792617,529966,279345,269923,800634,1538050,1518085,1424387,1296275,1273168,1264017,1239784,482736,643638,389220,508667,683160,422793,273543,272143,19741309,1146476,1188179,1296261,757006,509036,254426,254454,768067,1454160,1431327,1348292,1272095,1258976,1247242,1262390,492560,680009,422618,569794,789988,517995,367140,452818,0400000US06,California,06,2021
5723176,2895936,165967,176827,191554,112904,78517,40101,35842,118708,229868,234150,217343,199930,187740,176751,181659,71058,97753,61271,80442,107867,60174,35468,34042,2827240,158279,170826,178712,107666,70897,33784,35474,110078,212576,213339,203893,184083,176361,171344,183947,73922,102069,64369,87605,116814,69636,47344,54222,0400000US08,Colorado,08,2021
3605330,1768860,93734,99242,115470,72468,52870,25866,23950,74077,113856,112538,110750,106582,112721,126100,130797,52437,71499,39968,54345,73549,46331,28795,30915,1836470,88388,97298,108901,68990,51462,25013,24970,67494,107859,111608,113015,108751,117883,131579,138891,54737,73355,43675,60303,85569,57039,40984,58706,0400000US09,Connecticut,09,2021
981892,477219,27567,28646,30950,18348,12680,6756,6479,16265,32141,31668,30222,26794,27899,30730,34190,12531,19347,12072,17742,23098,15122,8791,7181,504673,26667,27835,29842,17790,13066,6997,6305,15081,32009,32060,29207,29550,29544,33062,35529,15241,22519,14610,20067,26367,18445,11350,11530,0400000US10,Delaware,10,2021
683154,325490,21890,17335,16300,7748,9435,4547,3904,13869,35427,37517,30036,22695,19030,18207,18298,6256,8478,5345,6660,9414,6039,3312,3748,357664,21068,17734,15149,7798,11660,5277,5247,16467,41930,40840,30815,23252,18701,17663,16897,7491,10994,6377,8542,12634,8679,5938,6511,0400000US11,District of Columbia,11,2021
21339762,10489548,571443,583755,644169,379009,249648,127817,129735,374472,695887,694218,667839,647529,664590,691110,714509,286697,390219,253050,356097,528650,384361,237146,217598,10850214,547351,564146,608112,363328,235032,122308,128357,361790,674644,677693,663502,648060,673380,706150,767423,304159,434716,290844,407880,606152,439005,298598,327584,0400000US12,Florida,12,2021
10625615,5191616,329092,350442,385435,228016,153691,76431,72648,215987,369530,351798,348379,337726,345980,344157,336510,125549,169269,101539,138830,183864,113887,61905,50951,5433999,314626,335684,369232,219670,151305,73686,70417,203397,373801,366856,369159,353592,364774,355904,355026,138447,189567,118830,161286,220414,142180,90991,95155,0400000US13,Georgia,13,2021
1453498,732172,45527,44814,45331,24728,16595,8584,10350,31162,53358,51933,50671,45592,44046,44208,46520,19073,26494,17035,24439,34252,21383,12148,13929,721326,42240,42166,42674,23540,14654,6773,8344,25594,48158,49091,48310,43872,43034,43870,45763,18884,28756,19522,25944,34462,23771,16612,25292,0400000US15,Hawaii,15,2021
1811617,912529,58614,65157,69888,41468,25257,12402,12670,36601,60857,58833,60922,57498,53733,52262,55108,21737,32594,21199,27337,38911,23746,14612,11123,899088,56355,61224,66826,39298,24033,12032,11827,32768,57521,58092,60331,54437,51165,50665,56110,23018,33216,22885,28356,39331,26231,15696,17671,0400000US16,Idaho,16,2021
12821813,6332176,381213,397940,433292,262755,172181,85979,85749,250965,443153,439475,434478,409290,406583,412702,431013,168348,226841,138255,180707,240656,149160,94438,87003,6489637,364468,383394,413063,251226,163942,80947,80798,249023,437334,431580,429049,403904,406528,414670,438484,178352,240359,150562,201972,278135,190748,132905,168194,0400000US17,Illinois,17,2021
6751340,3344360,213036,222731,237190,142459,99351,49040,51207,136961,226569,215360,218528,204844,208872,211861,224223,88320,121315,73862,98668,128764,79245,47988,43966,3406980,202506,213179,225170,135816,93793,48400,46661,132626,223156,213847,216768,203313,206709,211504,226191,93147,129140,79588,108185,147494,98984,67356,83447,0400000US18,Indiana,18,2021
3179090,1590001,99307,105743,108860,65647,47027,25800,23174,67284,102405,98991,106752,95134,91900,96739,104311,44325,61144,37194,50571,64693,39404,27002,26594,1589089,95263,99107,106302,61946,44997,24934,22543,61272,97745,95590,100342,90434,89294,93898,106497,43363,60478,38444,52321,69995,49385,37398,47541,0400000US19,Iowa,19,2021
2932099,1468152,95187,104105,104313,62942,43152,23805,23415,63874,98904,94929,99726,86946,84861,85937,92897,38380,54267,32406,43541,56074,33609,22515,22367,1463947,90089,98651,99835,59029,41022,21130,19948,59651,91623,92525,94101,85850,81972,84485,94717,39071,56732,34041,45372,61939,41346,30721,40097,0400000US20,Kansas,20,2021
4494141,2223783,139220,144884,149328,91259,61123,33751,29623,90619,152908,141704,141134,140014,141570,144790,151604,60119,81402,50122,70369,92183,57046,33203,25808,2270358,131639,134664,146208,84707,58939,31760,30119,82734,146828,140300,141990,137788,140784,145892,157004,62886,89996,55905,76801,104900,70257,49428,48829,0400000US21,Kentucky,21,2021
4657305,2283561,151391,153155,162798,94784,60362,34306,30295,90109,161702,160252,159126,139567,133610,138536,150480,61288,81341,49725,67192,90075,53974,30832,28661,2373744,145968,147702,155675,89610,56297,34687,30030,86281,162349,162932,162131,140389,138505,145004,158590,64273,91334,54157,78017,104306,70299,44944,50264,0400000US22,Louisiana,22,2021
1357046,668308,32899,35609,38348,24154,16853,7887,7820,22432,40080,41250,40628,37826,41977,46926,51211,22146,31071,19748,26348,36493,21720,13549,11333,688738,31033,33921,35708,22913,15933,7556,8762,20318,39583,41338,41280,38573,42532,47672,55554,23137,31295,21164,27930,39576,25053,17313,20594,0400000US23,Maine,23,2021
6148545,2995146,185279,191750,204033,120450,80513,39372,38536,112517,203656,208619,209370,185981,192714,205860,207851,82028,111573,64168,83587,113708,69992,44353,39236,3153399,178187,185444,192426,115580,78045,36582,35890,113146,203202,214422,214520,195514,202811,218861,225122,87571,121230,73060,98365,136890,91867,60518,74146,0400000US24,Maryland,24,2021
6991852,3413174,183397,189716,208481,129924,104293,49917,50414,141352,250358,245596,224342,208058,215042,235548,245573,93025,130319,76963,103679,138031,82445,52395,54306,3578678,174546,182121,197419,124120,108312,50778,50936,143258,247846,246823,228666,212330,223825,245015,254311,96092,144068,84787,115894,163566,106706,72738,104521,0400000US25,Massachusetts,25,2021
10062512,4983325,288862,306114,324974,202816,136436,73996,68821,205082,344878,313922,307002,290209,308761,329890,350845,145322,200644,122107,162213,214587,131350,80360,74134,5079187,275955,288805,309219,192111,131364,70441,70575,193809,331419,308816,306100,288969,311092,332435,360242,146051,213479,129837,173087,245075,158342,108018,133946,0400000US26,Michigan,26,2021
5670472,2839135,178137,190312,193180,115182,74259,36417,36289,106442,189384,196543,198577,179025,169485,180009,197754,75418,108215,63186,86442,110789,67391,44326,42373,2831337,170331,179033,187238,110156,70334,36508,34169,104984,181861,188427,191062,170050,163511,175591,196675,75904,108493,66139,90801,118235,81420,57185,73230,0400000US27,Minnesota,27,2021
2967023,1444255,93586,93551,110455,63283,44192,22865,20374,58237,97142,90641,93992,87651,86841,89378,92221,38358,53126,31975,42333,59935,37729,20912,15478,1522768,88560,94546,102156,59917,43338,22195,20923,54740,98829,94015,100427,90336,93417,94482,99786,40531,60001,36599,48873,68463,46434,31997,32203,0400000US28,Mississippi,28,2021
6141534,3027741,188129,196550,205388,123453,83065,42056,42856,118326,206381,200482,200397,182614,180652,188936,206046,83556,117296,69651,92299,125449,80868,49584,43707,3113793,179003,183572,198719,117561,77633,41776,39608,116020,205356,202132,197003,183070,182671,191872,214436,86190,124893,73994,104484,145732,99421,69796,78851,0400000US29,Missouri,29,2021
1077978,545671,31226,33436,34933,20506,14576,7071,7692,23017,35936,34407,35629,32629,30583,31423,35729,16057,22920,14358,20543,27907,17524,9898,7671,532307,29140,31527,32575,19472,12320,7414,6575,20036,34277,33471,33845,30738,29036,30480,37011,16635,23202,15303,21057,26300,18041,11141,12711,0400000US30,Montana,30,2021
1951480,978863,66837,69746,71254,42180,28413,13686,13979,40745,65035,65198,67411,59732,56422,56920,61049,25922,35275,21940,28487,36378,22685,15271,14298,972617,63563,65190,67848,39292,26889,13451,13243,39849,62454,62420,64962,55844,53402,54767,61281,25367,36083,22288,30755,40150,26895,19694,26930,0400000US31,Nebraska,31,2021
3059238,1541789,92638,98171,104066,60095,35545,19413,19564,53259,112063,113259,110421,100402,101494,101238,98918,37819,54485,33438,45816,66326,42276,23062,18021,1517449,88791,92791,100108,57370,32248,18403,16949,53109,108710,108767,102803,99684,97699,96003,99306,36734,54506,36911,49095,70263,45433,25947,25819,0400000US32,Nevada,32,2021
1372175,683846,32295,36298,39656,25252,19201,9555,8503,26677,44333,44258,40592,40466,43534,49988,56351,21487,29623,17868,24618,32584,18826,11505,10376,688329,31214,32468,39337,24095,19781,8982,8282,24473,40719,42249,40158,39419,43686,50020,56454,22581,30052,17849,25223,35980,22188,15244,17875,0400000US33,New Hampshire,33,2021
9234024,4539311,271646,287097,299463,185406,115396,57259,57508,169193,296741,300787,306668,292044,303778,320503,327668,127924,167129,97868,130286,174895,111399,70739,67914,4694713,258730,270750,290610,176740,107423,52858,53661,168678,287843,294465,304997,293297,309328,331562,340028,132993,179335,108821,147113,207935,144391,102113,131042,0400000US34,New Jersey,34,2021
2109366,1048448,61578,68043,74617,43125,29389,13506,14869,44282,72859,71901,69970,61956,59742,59920,65975,27614,38904,23703,34972,48102,28821,18571,16029,1060918,59138,64912,72068,41845,27835,14737,13728,39055,68438,67307,66329,62468,59740,61695,70339,29912,42029,27882,39396,50827,32348,23387,25503,0400000US35,New Mexico,35,2021
20114745,9821711,590167,577739,620488,370896,262216,126759,130547,390953,729035,720471,659448,605366,615581,659776,681239,267243,362000,219972,285419,390320,246136,154126,155814,10293034,564209,553646,586601,353650,256364,126027,128053,395350,736419,718718,664828,615834,635607,686160,710811,291935,390450,242018,324412,467724,318306,230220,295692,0400000US36,New York,36,2021
10367022,5067666,304889,319048,346840,205862,149415,75757,72123,207157,349482,331260,322991,319992,333766,335228,334348,130571,182769,111197,152382,213682,130543,75057,63307,5299356,289115,308334,329006,199221,143929,71260,67537,192653,351605,343654,333422,334593,345484,346996,356276,143887,202317,128828,175411,249225,162069,106532,118002,0400000US37,North Carolina,37,2021
773344,397093,27612,26774,26311,13946,12303,7410,6719,18368,31539,30118,27044,23421,20631,21242,24678,10046,14052,8879,11118,13927,8717,5937,6301,376251,25805,25531,24432,14047,10291,5469,6394,18035,27307,25539,24001,20342,18917,20124,23800,9908,12990,8573,10636,14559,10338,8562,10651,0400000US38,North Dakota,38,2021
11769923,5800004,351995,366508,390216,237370,160350,82591,80146,216779,396670,379784,366942,348988,359621,378153,406591,162675,223058,141530,180457,242949,148247,92703,85681,5969919,337131,346303,374155,226311,153525,78600,75262,215228,389315,377489,362739,351388,361767,379347,414982,174678,238464,151331,203314,277361,190620,131820,158789,0400000US39,Ohio,39,2021
3948136,1964927,129519,136180,142822,82948,56394,30094,30494,79928,137961,133570,133185,121560,116899,114796,123793,48019,69455,41054,55825,76337,49451,31376,23267,1983209,123410,130675,136325,79191,51430,30175,26763,74047,133269,130816,131852,116506,114094,114183,127169,50906,73876,43149,61939,88728,59991,41386,43329,0400000US40,Oklahoma,40,2021
4207177,2096429,114886,124130,131624,77796,51685,26870,26528,79537,148545,152169,150825,141669,134087,128556,131162,53285,79788,53678,70253,96150,56906,33643,32657,2110748,108729,117183,125449,73689,48573,27001,26579,75522,144304,147770,145956,137221,129301,125580,132736,59914,85403,56494,78782,105997,67066,40986,50513,0400000US41,Oregon,41,2021
12970650,6394217,358907,372560,407426,247022,177346,84346,83252,239576,431989,432044,405658,378884,395924,428370,454771,184740,263515,160211,211100,280318,175532,110079,110647,6576433,341885,360844,381917,233921,173071,84578,82782,229720,416815,420250,396758,377278,394240,431656,469411,192877,274527,171982,231568,319712,221058,159885,209698,0400000US42,Pennsylvania,42,2021
1091949,534283,28236,28728,32137,19833,17177,8752,7522,22164,38970,38040,34822,30856,32597,36586,37411,15897,21586,12787,16622,22701,14140,8522,8197,557666,27134,28605,29268,18722,19067,9592,8504,19893,37256,36952,34741,30441,33725,38103,39442,17913,22691,14270,17868,25866,18027,13030,16556,0400000US44,Rhode Island,44,2021
5078903,2474059,146308,155195,167163,97971,72977,37659,36464,91094,165369,158839,154434,150769,152534,157870,163581,65465,95445,57954,83105,119689,71660,41463,31051,2604844,139164,151791,158207,94004,65963,32628,33125,92019,170359,166033,164147,154093,160964,166717,178564,74659,105832,68637,96435,135478,87880,53147,54998,0400000US45,South Carolina,45,2021
881785,446461,30241,31312,31887,18202,12981,6103,6478,17151,29783,29735,31491,24035,24131,25160,28366,12493,17976,12406,13418,18592,10886,7161,6473,435324,29297,30911,29840,17008,11752,5465,5175,17747,26493,27465,27710,23797,22408,24363,29064,11977,17004,11064,13622,19354,12284,9298,12226,0400000US46,South Dakota,46,2021
6859497,3362099,207621,213730,227633,135614,89013,47723,45897,129360,239746,224696,218918,208809,217933,220308,220396,88934,126167,76313,103002,140998,89215,52069,38004,3497398,198246,201896,219898,129605,84058,46040,45665,129018,242676,230036,225262,209998,221294,226086,237793,95455,135783,81105,117629,164159,109100,73942,72654,0400000US47,Tennessee,47,2021
28862581,14398171,1000733,1043347,1111175,647804,420650,205577,207513,603136,1061926,1058376,1032818,978499,922910,867292,846492,321270,435335,260456,341471,449443,274187,167471,140290,14464410,958490,998344,1065663,620620,394406,192849,193675,579130,1029530,1030197,1014612,953378,921696,863898,860595,334876,464971,282092,380417,519338,337783,224173,243677,0400000US48,Texas,48,2021
3231370,1633843,125819,136703,140717,82895,49552,25206,28401,82033,126080,113794,121737,107985,92824,79430,77461,31937,42959,26269,35254,45163,27895,18619,15110,1597527,119820,129864,131992,78253,49121,23798,26310,79026,120193,110422,113309,105975,87716,77217,77975,31411,45267,27241,36380,50257,31957,23039,20984,0400000US49,Utah,49,2021
641637,318533,15119,17222,18161,11305,11187,5403,5626,12970,19308,18779,19233,17537,18832,21408,23792,10114,14383,8605,12350,16737,9518,6086,4858,323104,14049,15342,16997,10694,10400,5710,5148,11841,18543,18745,19559,18175,19224,21757,24322,10280,15341,9619,12854,17194,11500,7045,8765,0400000US50,Vermont,50,2021
8582479,4245281,256734,266854,280270,166637,120575,62642,60150,172581,297545,295939,293361,275492,274107,281133,286969,112213,147687,90785,122933,162442,102659,62691,52882,4337198,244760,252006,266690,158801,115951,58257,54689,162361,288627,293334,296661,270731,276585,287772,296229,118496,161040,99600,136678,190832,129367,86520,91211,0400000US51,Virginia,51,2021
7617364,3831964,230732,242605,245314,142233,92152,49338,49629,150710,297673,299163,280665,254245,240500,236459,239387,97280,141351,84389,112853,152964,88859,54806,48657,3785400,218811,230501,233793,136471,87988,43746,45636,139053,274857,280463,265973,243217,231795,230522,241336,100081,145913,89317,121968,170755,103209,67805,82190,0400000US53,Washington,53,2021
1801049,896723,48062,51311,56100,33282,24225,12027,13191,32155,55187,52333,55333,55148,57912,59391,61799,25577,38880,24920,34390,45654,29870,17114,12862,904326,45161,49064,51980,31535,21481,11905,10670,30986,52671,50733,51589,55935,56791,58578,62867,27239,41076,25886,37262,49614,33097,22457,25749,0400000US54,West Virginia,54,2021
5871661,2937621,168590,180072,195924,117764,80210,42039,41827,116308,189562,185722,196147,174804,177235,194284,212596,85029,118999,70758,94578,127518,74612,49575,43468,2934040,160734,173541,183963,112356,77498,39859,39709,113582,180360,179511,186228,171535,171448,189612,215147,83571,118817,72219,99322,134792,86013,63964,80259,0400000US55,Wisconsin,55,2021
576641,295204,17712,19577,20150,11865,8067,4015,3725,11814,19511,20201,20214,18446,16741,16945,19680,8665,10907,7140,10568,13079,7635,4771,3776,281437,16550,18237,19632,10744,6973,3713,3355,10350,17813,18211,19583,16606,15762,15770,18874,7770,11923,7116,10135,12459,8885,4949,6027,0400000US56,Wyoming,56,2021
3311274,1571861,62729,80995,97625,63284,45153,24736,26031,64434,111493,94509,90676,100242,99600,102602,102088,42708,57498,38951,51481,79580,59832,40830,34784,1739413,59686,78269,95530,59159,42699,24323,24745,62764,112515,100695,102433,110207,110905,117544,119126,49855,70491,43448,62879,101898,78805,57330,54107,0400000US72,Puerto Rico,72,2021
5028092,2445995,149474,153738,165485,98906,73111,41242,35408,95368,164554,156517,149525,152291,150412,156116,161037,65585,96061,57630,75840,107608,69127,42508,28452,2582097,142382,145466,160525,94666,74854,37355,35716,95876,163671,163924,157889,156701,156599,161577,171010,72095,101922,62705,89928,125889,90268,61942,59137,0400000US01,Alabama,01,2022
734821,386649,25142,26934,25199,14912,10163,5758,5990,17715,31585,30310,28047,24076,22592,23608,23919,10522,13401,9032,11304,12532,6890,4290,2728,348172,23849,25096,24177,14029,8202,4358,4047,13379,26002,27380,24792,22017,19656,20171,22021,8787,12825,8067,10106,12374,7970,4942,3925,0400000US02,Alaska,02,2022
7172282,3588510,205506,221355,242733,145090,101385,52029,52269,156625,261182,250072,234511,225164,212848,210406,210627,87600,120944,76469,107601,167052,119461,72420,55161,3583772,197130,213059,231081,137509,96851,46454,49681,144566,240180,231283,221818,213121,208728,209063,217963,90758,134889,85320,127490,183264,135584,84246,83734,0400000US04,Arizona,04,2022
3018669,1491622,93300,99103,103236,61863,43703,24563,21130,59603,98660,97133,96217,93628,90051,89940,96562,38498,52917,33734,44853,63968,43755,25188,20017,1527047,88024,94710,97304,59728,40633,19815,21966,58141,96918,96868,96806,91694,90098,90227,97083,41737,57376,36959,51851,72635,53976,35425,37073,0400000US05,Arkansas,05,2022
39356104,19708947,1156233,1212387,1340373,786108,543074,283984,275815,819699,1510071,1531903,1431803,1312880,1257752,1261145,1224493,485534,650746,392409,518414,702048,449341,285455,277280,19647157,1102075,1155771,1272663,748960,520988,258759,259109,777408,1413315,1428994,1338777,1267516,1229147,1229172,1233989,491676,678485,427020,575055,812514,563852,388001,473911,0400000US06,California,06,2022
5770790,2927588,162030,172140,188865,113277,82050,41277,37758,125493,232748,238665,221947,205293,186951,178037,177616,72025,97681,63341,81134,111564,64631,37603,35462,2843202,155159,166638,176342,106859,74218,35139,35713,115072,211046,215172,204784,187783,173428,169832,178410,73598,102391,65652,88948,120999,77501,51676,56842,0400000US08,Colorado,08,2022
3611317,1769196,93705,98339,115023,72191,53514,25438,23306,74068,114538,113323,112566,107943,109009,123076,129089,53087,72455,41463,53974,74982,48276,29913,29918,1842121,89063,98261,107244,69051,52745,24951,25136,68492,109023,112582,114621,109922,113958,129066,137028,55583,74813,44581,60611,86754,59558,40999,58079,0400000US09,Connecticut,09,2022
993635,482909,27470,28248,30912,18334,13155,6726,6637,17073,31664,32322,30683,27587,27369,30265,33991,12674,20168,12122,17940,24579,15942,9694,7354,510726,26520,27730,29583,17905,13592,7404,6677,15305,31188,32709,28551,31103,28805,32441,34945,15610,23273,14927,20922,27334,20098,12039,12065,0400000US10,Delaware,10,2022
670587,320797,21273,16875,17027,7736,7747,3549,3226,13659,34320,37440,30301,23313,18836,18099,17442,6056,9077,5598,6842,9004,6265,3583,3529,349790,20249,17762,15273,7861,8935,3725,4454,16640,40563,40022,30987,23598,18391,17339,16484,7297,10580,6761,8286,12537,9001,6407,6638,0400000US11,District of Columbia,11,2022
21634529,10646786,563975,581789,640792,380393,264376,133383,135682,393737,693602,710306,686334,658980,661646,690980,716872,289856,403210,256757,359222,540686,409444,251471,223293,10987743,540590,557787,608029,362074,252130,130708,132013,377224,663524,685966,667160,656570,665094,699051,761425,307920,440704,295812,412193,620641,479682,321725,349721,0400000US12,Florida,12,2022
10722325,5244476,326239,347003,382262,229237,156211,80827,77497,222286,371056,359479,350794,342502,342792,344873,335710,127641,173282,105065,137471,191915,119561,67249,53524,5477849,309060,332854,365648,220242,151867,75530,76291,210651,371799,372802,367547,359355,358194,355541,354083,137590,193135,121093,163665,228015,155618,97354,99915,0400000US13,Georgia,13,2022
1450589,732060,43756,44517,44673,24701,16630,9054,10688,31542,52131,51731,51478,45606,43297,44052,45196,18705,26904,17081,24622,35040,23217,13107,14332,718529,40796,40466,43070,23340,14233,6770,8097,25727,46373,48326,48449,43864,42018,43169,43712,19053,28757,19797,26306,35367,26570,17535,26734,0400000US15,Hawaii,15,2022
1854109,933728,57644,64120,69665,42048,28729,13622,13660,38360,62403,60499,61043,61032,54376,52988,54666,22321,33126,21774,27746,40838,25915,15535,11618,920381,54932,61280,65932,39158,32452,13305,11982,34924,58171,58923,58419,58186,51238,50565,55078,22507,34212,23017,29298,41646,29428,17085,18643,0400000US16,Idaho,16,2022
12757634,6313019,369069,389011,424566,260088,174946,87379,85652,260263,440022,439013,433926,412580,399642,407602,421210,167378,227664,140267,182389,248048,157600,95396,89308,6444615,352096,375340,402408,247899,166186,79349,80206,256760,429405,426754,424675,402585,395240,405447,426757,175495,240114,150975,204550,286053,203897,139335,173089,0400000US17,Illinois,17,2022
6784403,3366798,209991,222313,233942,142259,101822,49956,54152,140882,228347,219292,220044,206848,206029,211415,220856,88170,122818,73646,100897,134569,83683,49883,44984,3417605,199582,210454,223699,135221,94476,49938,47697,135928,221409,215383,214601,206020,202415,208351,220919,91188,130785,79826,108716,154785,108129,71664,86419,0400000US18,Indiana,18,2022
3188836,1598555,97265,104975,106856,65295,49166,26380,24347,68862,103760,100087,107305,97399,91014,95280,100449,44310,62563,37354,51200,68257,41797,27832,26802,1590281,92532,97692,103578,62125,46521,25198,23706,63136,96068,95419,100624,90969,87388,91479,102228,43498,61237,39360,52326,72805,53395,39102,49895,0400000US19,Iowa,19,2022
2935922,1474948,93065,100719,103809,62629,45847,24811,23847,67721,98659,95957,101186,88824,83986,84645,91210,38033,53435,33282,44809,57126,35951,23221,22176,1460974,87418,94739,99956,59077,42794,21146,20981,60843,90730,91615,95195,85289,80310,82479,90710,38709,56554,34470,46123,64385,44291,31937,41223,0400000US20,Kansas,20,2022
4502935,2234041,136982,144568,147404,90932,60766,34201,31301,92485,154178,145177,141703,140412,140330,144092,147508,60557,83804,50763,70895,95134,59145,35022,26682,2268894,129571,133667,144028,84328,57784,30913,30217,86679,144538,141713,141010,137551,138070,143174,151322,63081,92450,57361,77142,107364,75480,50765,50686,0400000US21,Kentucky,21,2022
4640546,2275349,147783,150943,160412,94427,62944,34814,31927,91238,157565,157873,158750,141374,131091,136407,145028,59421,84360,51095,66993,92789,57133,32238,28744,2365197,142059,143345,154884,88724,59824,37290,32128,86658,157063,161005,161637,141197,134781,140777,152355,64726,92493,54532,79439,106769,74545,47540,51426,0400000US22,Louisiana,22,2022
1366949,674230,32469,35101,37744,23712,17005,8491,7779,23256,40733,42424,42024,37978,41364,45958,49978,22255,31716,19980,27357,37304,23365,14298,11939,692719,30713,33879,34647,22551,16119,7556,8644,21322,39373,41836,41866,38759,41065,46430,54003,22715,31996,21688,28631,40887,27296,18764,21979,0400000US23,Maine,23,2022
6161707,3002896,182758,190069,202174,120023,80593,40108,37649,115319,200877,209952,211066,190094,188946,203061,204870,81912,114997,63920,86333,116988,73758,46595,40834,3158811,175781,182995,191030,115464,78865,37162,36019,115603,199110,213619,215069,198184,196467,213874,220831,87547,123465,74746,99841,140470,99894,64975,77800,0400000US24,Maryland,24,2022
6984205,3419339,180018,186186,205727,128968,103222,50051,50649,143497,249422,247719,228627,210612,210108,231498,244018,92074,133130,77788,106557,142180,88974,54647,53667,3564866,171190,178396,194270,122261,106271,48501,48119,146778,243448,244767,229872,212869,216156,238895,251014,94978,145305,85903,117861,168472,115409,77259,106872,0400000US25,Massachusetts,25,2022
10057921,4993696,283361,301620,318305,199918,138373,74986,72185,210791,345819,322708,309050,294765,300722,326022,340754,144698,203803,123154,165146,221590,137793,83418,74715,5064225,269442,284418,303405,188995,134004,71704,71601,196374,325796,312685,304015,288928,299906,324313,350057,143289,214284,131507,177197,251284,169282,113818,137921,0400000US26,Michigan,26,2022
5695292,2857964,173990,188078,190850,115740,76164,36421,37961,111441,189705,196426,201092,184988,167875,177886,193689,76648,108950,64310,88013,115913,70996,46974,43854,2837328,166556,176917,185036,109917,72297,37324,35315,106893,180154,185712,191007,174041,159267,170807,188925,76458,111366,66797,91535,124270,88843,60621,77270,0400000US27,Minnesota,27,2022
2958846,1437988,90990,91667,107719,61731,45629,23167,22987,59559,95118,89852,92269,88690,86260,87674,89355,38726,53572,32236,42542,61297,38679,21953,16316,1520858,87256,91393,100190,60130,45702,23176,21222,58006,95313,93479,97302,91716,91364,92599,95471,40860,60952,37245,48653,71126,49234,34238,34231,0400000US28,Mississippi,28,2022
6154422,3039220,184879,193892,203286,123422,84988,44045,44160,123635,205896,202411,202712,185443,178593,186029,200483,84168,118972,71224,93647,127733,83627,50410,45565,3115202,175296,181765,194998,116937,80721,41826,41380,120083,201887,201902,198298,184453,178294,187462,206625,86335,126663,74767,104660,150399,105479,74665,80307,0400000US29,Missouri,29,2022
1091840,553716,30328,32709,35276,20621,15129,7307,8052,23918,36705,35567,36739,33747,31117,31285,34507,15931,23262,14342,20801,29225,18659,10525,7964,538124,28675,30581,33525,19632,12791,7493,7230,20373,33966,33916,33856,32020,29065,29731,35704,16120,23461,15578,21590,28007,19730,11916,13164,0400000US30,Montana,30,2022
1958939,984570,65003,68231,71242,42210,29166,14011,14289,42753,65613,64871,67496,61632,56760,56576,59071,25823,36318,21432,28937,38671,23811,15468,15186,974369,62309,64781,67019,39640,27507,13143,13379,40971,62268,61432,65011,56817,52643,53453,59041,24988,36763,22206,31193,42497,28662,21362,27284,0400000US31,Nebraska,31,2022
3104817,1568332,90832,96387,104777,60738,36935,20810,20806,55845,113315,116957,111443,104923,100693,102364,99356,38465,55875,33817,47084,67855,45386,25114,18555,1536485,87271,92010,99618,58059,33905,19691,17466,55180,107902,110393,104687,100066,96641,96532,99025,37162,55454,37520,49912,72855,49881,28020,27235,0400000US32,Nevada,32,2022
