GEO_ID,NAME,state,year,variable,value,label,concept
0400000US39,Ohio,39,2018,B01001_002E,5703967,Estimate!!Total:!!Male:,Sex by Age
0400000US40,Oklahoma,40,2018,B01001_002E,1941576,Estimate!!Total:!!Male:,Sex by Age
0400000US41,Oregon,41,2018,B01001_002E,2023021,Estimate!!Total:!!Male:,Sex by Age
0400000US42,Pennsylvania,42,2018,B01001_002E,6263189,Estimate!!Total:!!Male:,Sex by Age
0400000US44,Rhode Island,44,2018,B01001_002E,513332,Estimate!!Total:!!Male:,Sex by Age
0400000US48,Texas,48,2018,B01001_002E,13849775,Estimate!!Total:!!Male:,Sex by Age
0400000US45,South Carolina,45,2018,B01001_002E,2405726,Estimate!!Total:!!Male:,Sex by Age
0400000US46,South Dakota,46,2018,B01001_002E,435761,Estimate!!Total:!!Male:,Sex by Age
0400000US47,Tennessee,47,2018,B01001_002E,3243678,Estimate!!Total:!!Male:,Sex by Age
0400000US50,Vermont,50,2018,B01001_002E,307973,Estimate!!Total:!!Male:,Sex by Age
0400000US49,Utah,49,2018,B01001_002E,1532768,Estimate!!Total:!!Male:,Sex by Age
0400000US51,Virginia,51,2018,B01001_002E,4138574,Estimate!!Total:!!Male:,Sex by Age
0400000US53,Washington,53,2018,B01001_002E,3645665,Estimate!!Total:!!Male:,Sex by Age
0400000US54,West Virginia,54,2018,B01001_002E,904196,Estimate!!Total:!!Male:,Sex by Age
0400000US55,Wisconsin,55,2018,B01001_002E,2872376,Estimate!!Total:!!Male:,Sex by Age
0400000US56,Wyoming,56,2018,B01001_002E,296979,Estimate!!Total:!!Male:,Sex by Age
0400000US72,Puerto Rico,72,2018,B01001_002E,1612865,Estimate!!Total:!!Male:,Sex by Age
0400000US01,Alabama,01,2018,B01001_002E,2355799,Estimate!!Total:!!Male:,Sex by Age
0400000US02,Alaska,02,2018,B01001_002E,385579,Estimate!!Total:!!Male:,Sex by Age
0400000US04,Arizona,04,2018,B01001_002E,3453439,Estimate!!Total:!!Male:,Sex by Age
0400000US05,Arkansas,05,2018,B01001_002E,1468412,Estimate!!Total:!!Male:,Sex by Age
0400000US06,California,06,2018,B01001_002E,19453769,Estimate!!Total:!!Male:,Sex by Age
0400000US08,Colorado,08,2018,B01001_002E,2780831,Estimate!!Total:!!Male:,Sex by Age
0400000US10,Delaware,10,2018,B01001_002E,459570,Estimate!!Total:!!Male:,Sex by Age
0400000US11,District of Columbia,11,2018,B01001_002E,324881,Estimate!!Total:!!Male:,Sex by Age
0400000US09,Connecticut,09,2018,B01001_002E,1747131,Estimate!!Total:!!Male:,Sex by Age
0400000US12,Florida,12,2018,B01001_002E,10071925,Estimate!!Total:!!Male:,Sex by Age
0400000US13,Georgia,13,2018,B01001_002E,5012229,Estimate!!Total:!!Male:,Sex by Age
0400000US16,Idaho,16,2018,B01001_002E,845564,Estimate!!Total:!!Male:,Sex by Age
0400000US15,Hawaii,15,2018,B01001_002E,713772,Estimate!!Total:!!Male:,Sex by Age
0400000US17,Illinois,17,2018,B01001_002E,6295915,Estimate!!Total:!!Male:,Sex by Age
0400000US18,Indiana,18,2018,B01001_002E,3271068,Estimate!!Total:!!Male:,Sex by Age
0400000US19,Iowa,19,2018,B01001_002E,1554481,Estimate!!Total:!!Male:,Sex by Age
0400000US20,Kansas,20,2018,B01001_002E,1449413,Estimate!!Total:!!Male:,Sex by Age
0400000US21,Kentucky,21,2018,B01001_002E,2186715,Estimate!!Total:!!Male:,Sex by Age
0400000US22,Louisiana,22,2018,B01001_002E,2279968,Estimate!!Total:!!Male:,Sex by Age
